scope,group,prompt_id,aspect,i,j,k,m_ij,m_jk,m_ki,intensity,orientation
global,evaluator=unruffled_jennings,ALL,overall,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.5,0.125,0.07692307692307693,0.004807692307692308,forward
global,evaluator=peaceful_golick,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,-0.125,-0.2631578947368421,-0.14285714285714285,0.004699248120300752,reverse
global,evaluator=ecstatic_mcnulty,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.25,-0.3333333333333333,-0.05263157894736842,0.0043859649122807015,reverse
global,evaluator=peaceful_golick,ALL,overall,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.2,-0.14285714285714285,-0.14285714285714285,0.004081632653061224,reverse
global,evaluator=keen_noether,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.08333333333333333,0.07692307692307693,0.6,0.003846153846153846,forward
global,evaluator=mystifying_fermi,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,0.42857142857142855,0.07692307692307693,0.1111111111111111,0.003663003663003663,forward
global,evaluator=youthful_spence,ALL,overall,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.09090909090909091,-0.09090909090909091,-0.42857142857142855,0.0035419126328217238,reverse
global,evaluator=flamboyant_wiles,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.8095238095238095,-0.047619047619047616,-0.09090909090909091,0.0035044320758606472,reverse
global,evaluator=unruffled_jennings,ALL,helpful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.2222222222222222,0.058823529411764705,0.2631578947368421,0.003439972480220158,forward
global,evaluator=wizardly_pare,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.2222222222222222,0.2,0.07692307692307693,0.0034188034188034192,forward
global,evaluator=wonderful_leavitt,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.23809523809523808,0.15789473684210525,0.09090909090909091,0.003417634996582365,forward
global,evaluator=dreamy_bhabha,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.3333333333333333,-0.09090909090909091,-0.1111111111111111,0.003367003367003367,reverse
global,evaluator=elastic_brahmagupta,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.1111111111111111,-0.14285714285714285,-0.2,0.0031746031746031746,reverse
global,evaluator=clever_curie,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.14285714285714285,0.037037037037037035,0.5294117647058824,0.0028011204481792717,forward
global,evaluator=reverent_mcnulty,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.07692307692307693,0.09090909090909091,0.3939393939393939,0.0027548209366391185,forward
global,evaluator=youthful_spence,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.42857142857142855,0.09090909090909091,0.06666666666666667,0.0025974025974025974,forward
global,evaluator=silly_knuth,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.2727272727272727,0.1111111111111111,0.07692307692307693,0.002331002331002331,forward
global,evaluator=clever_bardeen,ALL,truthful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.23809523809523808,0.14285714285714285,0.06666666666666667,0.0022675736961451243,forward
global,evaluator=peaceful_golick,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.125,-0.23076923076923078,-0.07692307692307693,0.0022189349112426036,reverse
global,evaluator=brave_pike,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.13333333333333333,-0.4482758620689655,-0.034482758620689655,0.0020610384462940944,reverse
global,evaluator=infallible_spence,ALL,overall,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.16666666666666666,-0.09090909090909091,-0.1111111111111111,0.0016835016835016834,reverse
global,evaluator=sad_babbage,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.8823529411764706,0.047619047619047616,0.04,0.001680672268907563,forward
global,evaluator=sad_jang,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.125,-0.09090909090909091,-0.14285714285714285,0.0016233766233766233,reverse
global,evaluator=happy_galileo,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.1111111111111111,0.043478260869565216,0.3333333333333333,0.0016103059581320449,forward
global,evaluator=peaceful_golick,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,0.2222222222222222,0.04,0.15789473684210525,0.0014035087719298245,forward
global,evaluator=silly_knuth,ALL,helpful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.09090909090909091,0.2,0.07692307692307693,0.0013986013986013988,forward
global,evaluator=cool_heyrovsky,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.09090909090909091,-0.043478260869565216,-0.3333333333333333,0.0013175230566534913,reverse
global,evaluator=brave_pike,ALL,helpful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.16666666666666666,-0.21428571428571427,-0.034482758620689655,0.0012315270935960591,reverse
global,evaluator=sharp_mccarthy,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.125,-0.07692307692307693,-0.1111111111111111,0.0010683760683760685,reverse
global,evaluator=wizardly_pare,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.05263157894736842,-0.07692307692307693,-0.2631578947368421,0.0010654165778819517,reverse
global,evaluator=dreamy_torvalds,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.06666666666666667,0.09090909090909091,0.16666666666666666,0.00101010101010101,forward
global,evaluator=loving_beaver,ALL,overall,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.1,0.06666666666666667,0.14285714285714285,0.0009523809523809524,forward
global,evaluator=stupefied_murdock,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.09090909090909091,0.3125,0.03225806451612903,0.0009164222873900294,forward
global,evaluator=clever_bardeen,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.041666666666666664,0.09523809523809523,0.23076923076923078,0.0009157509157509158,forward
global,evaluator=wizardly_pare,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.29411764705882354,-0.058823529411764705,-0.05263157894736842,0.0009105809506465125,reverse
global,evaluator=affectionate_bhabha,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.06666666666666667,0.2222222222222222,0.05263157894736842,0.0007797270955165691,forward
global,evaluator=moronic_dubinsky,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.2,-0.1,-0.037037037037037035,0.0007407407407407408,reverse
global,evaluator=sad_babbage,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.043478260869565216,0.047619047619047616,0.2222222222222222,0.0004600874166091557,forward
