stratum,score_delta,n_min,tau,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
pooled,5.0,25,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.02792321116928447,0.17777777777777776,0.023391812865497075,191.0,165.0,171.0,0.00011611991649345069,0.023391812865497075
pooled,5.0,25,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.02792321116928447,0.054945054945054944,0.07317073170731707,191.0,91.0,82.0,0.00011226163697112491,0.02792321116928447
pooled,5.0,25,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.010309278350515464,0.07317073170731707,0.1276595744680851,194.0,82.0,94.0,9.629839663169607e-05,0.010309278350515464
pooled,5.0,25,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.01744186046511628,0.03488372093023256,0.15384615384615385,172.0,172.0,169.0,9.360569122602655e-05,0.01744186046511628
pooled,5.0,25,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.010309278350515464,0.023391812865497075,0.3539325842696629,194.0,171.0,178.0,8.535180183750235e-05,0.010309278350515464
pooled,5.0,25,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.03389830508474576,0.02792321116928447,0.06282722513089005,177.0,191.0,191.0,5.9469080491865054e-05,0.02792321116928447
pooled,5.0,25,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13333333333333333,0.010309278350515464,0.03389830508474576,135.0,194.0,177.0,4.65956083639117e-05,0.010309278350515464
pooled,5.0,25,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.02792321116928447,0.07407407407407407,0.02040816326530612,191.0,162.0,196.0,4.221195943958347e-05,0.02040816326530612
pooled,5.0,25,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.010309278350515464,0.10526315789473684,0.0374331550802139,194.0,171.0,187.0,4.062198055367759e-05,0.010309278350515464
pooled,5.0,25,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.010309278350515464,0.02040816326530612,0.1625,194.0,196.0,160.0,3.418893330528088e-05,0.010309278350515464
pooled,5.0,25,0.0,claude-2.1,command-light,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > command-light,command-light > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.010309278350515464,0.16666666666666666,0.011976047904191617,194.0,204.0,167.0,2.0577401897236454e-05,0.010309278350515464
pooled,5.0,25,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.01694915254237288,0.03488372093023256,0.023391812865497075,177.0,172.0,171.0,1.3830397831393618e-05,0.01694915254237288
pooled,5.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.14953271028037382,0.02,0.0039447731755424065,107.0,100.0,169.0,1.1797452487603458e-05,0.0039447731755424065
pooled,5.0,25,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.01744186046511628,0.056818181818181816,0.011235955056179775,172.0,176.0,178.0,1.1134997743307123e-05,0.011235955056179775
pooled,5.0,25,0.0,gpt-4,timdettmers/guanaco-33b-merged,claude-2,gpt-4 > claude-2,timdettmers/guanaco-33b-merged > gpt-4,claude-2 > timdettmers/guanaco-33b-merged,0.07065217391304347,0.005681818181818182,0.0039447731755424065,184.0,176.0,169.0,1.5835613661700618e-06,0.0039447731755424065
pooled,5.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,0.14953271028037382,0.0425531914893617,0.0696798493408663,107.0,94.0,177.0,0.0004433794350582067,0.0425531914893617
pooled,5.0,50,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.01744186046511628,0.08,0.22222222222222224,172.0,150.0,159.0,0.000310077519379845,0.01744186046511628
pooled,5.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,0.054945054945054944,0.0425531914893617,0.06976744186046512,91.0,94.0,172.0,0.0001631223798467737,0.0425531914893617
pooled,5.0,50,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.02792321116928447,0.05291005291005291,0.10526315789473684,191.0,189.0,171.0,0.0001555177453037286,0.02792321116928447
pooled,5.0,50,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.01744186046511628,0.08518518518518518,0.09580838323353294,172.0,180.0,167.0,0.00014235095700072724,0.01744186046511628
pooled,5.0,50,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.02792321116928447,0.17777777777777776,0.023391812865497075,191.0,165.0,171.0,0.00011611991649345069,0.023391812865497075
pooled,5.0,50,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.02792321116928447,0.054945054945054944,0.07317073170731707,191.0,91.0,82.0,0.00011226163697112491,0.02792321116928447
pooled,5.0,50,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.010309278350515464,0.07317073170731707,0.1276595744680851,194.0,82.0,94.0,9.629839663169607e-05,0.010309278350515464
pooled,5.0,50,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.01744186046511628,0.03488372093023256,0.15384615384615385,172.0,172.0,169.0,9.360569122602655e-05,0.01744186046511628
pooled,5.0,50,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.010309278350515464,0.023391812865497075,0.3539325842696629,194.0,171.0,178.0,8.535180183750235e-05,0.010309278350515464
pooled,5.0,50,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.03389830508474576,0.02792321116928447,0.06282722513089005,177.0,191.0,191.0,5.9469080491865054e-05,0.02792321116928447
pooled,5.0,50,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13333333333333333,0.010309278350515464,0.03389830508474576,135.0,194.0,177.0,4.65956083639117e-05,0.010309278350515464
pooled,5.0,50,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.02792321116928447,0.07407407407407407,0.02040816326530612,191.0,162.0,196.0,4.221195943958347e-05,0.02040816326530612
pooled,5.0,50,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.010309278350515464,0.10526315789473684,0.0374331550802139,194.0,171.0,187.0,4.062198055367759e-05,0.010309278350515464
pooled,5.0,50,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.010309278350515464,0.02040816326530612,0.1625,194.0,196.0,160.0,3.418893330528088e-05,0.010309278350515464
pooled,5.0,50,0.0,claude-2.1,command-light,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > command-light,command-light > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.010309278350515464,0.16666666666666666,0.011976047904191617,194.0,204.0,167.0,2.0577401897236454e-05,0.010309278350515464
pooled,5.0,50,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.01694915254237288,0.03488372093023256,0.023391812865497075,177.0,172.0,171.0,1.3830397831393618e-05,0.01694915254237288
pooled,5.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.14953271028037382,0.02,0.0039447731755424065,107.0,100.0,169.0,1.1797452487603458e-05,0.0039447731755424065
pooled,5.0,50,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.01744186046511628,0.056818181818181816,0.011235955056179775,172.0,176.0,178.0,1.1134997743307123e-05,0.011235955056179775
pooled,5.0,50,0.0,gpt-4,timdettmers/guanaco-33b-merged,claude-2,gpt-4 > claude-2,timdettmers/guanaco-33b-merged > gpt-4,claude-2 > timdettmers/guanaco-33b-merged,0.07065217391304347,0.005681818181818182,0.0039447731755424065,184.0,176.0,169.0,1.5835613661700618e-06,0.0039447731755424065
pooled,5.0,100,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.01744186046511628,0.08,0.22222222222222224,172.0,150.0,159.0,0.000310077519379845,0.01744186046511628
pooled,5.0,100,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.02792321116928447,0.05291005291005291,0.10526315789473684,191.0,189.0,171.0,0.0001555177453037286,0.02792321116928447
pooled,5.0,100,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.01744186046511628,0.08518518518518518,0.09580838323353294,172.0,180.0,167.0,0.00014235095700072724,0.01744186046511628
pooled,5.0,100,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.02792321116928447,0.17777777777777776,0.023391812865497075,191.0,165.0,171.0,0.00011611991649345069,0.023391812865497075
pooled,5.0,100,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.01744186046511628,0.03488372093023256,0.15384615384615385,172.0,172.0,169.0,9.360569122602655e-05,0.01744186046511628
pooled,5.0,100,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.010309278350515464,0.023391812865497075,0.3539325842696629,194.0,171.0,178.0,8.535180183750235e-05,0.010309278350515464
pooled,5.0,100,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.03389830508474576,0.02792321116928447,0.06282722513089005,177.0,191.0,191.0,5.9469080491865054e-05,0.02792321116928447
pooled,5.0,100,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13333333333333333,0.010309278350515464,0.03389830508474576,135.0,194.0,177.0,4.65956083639117e-05,0.010309278350515464
pooled,5.0,100,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.02792321116928447,0.07407407407407407,0.02040816326530612,191.0,162.0,196.0,4.221195943958347e-05,0.02040816326530612
pooled,5.0,100,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.010309278350515464,0.10526315789473684,0.0374331550802139,194.0,171.0,187.0,4.062198055367759e-05,0.010309278350515464
pooled,5.0,100,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.010309278350515464,0.02040816326530612,0.1625,194.0,196.0,160.0,3.418893330528088e-05,0.010309278350515464
pooled,5.0,100,0.0,claude-2.1,command-light,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > command-light,command-light > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.010309278350515464,0.16666666666666666,0.011976047904191617,194.0,204.0,167.0,2.0577401897236454e-05,0.010309278350515464
pooled,5.0,100,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.01694915254237288,0.03488372093023256,0.023391812865497075,177.0,172.0,171.0,1.3830397831393618e-05,0.01694915254237288
pooled,5.0,100,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.14953271028037382,0.02,0.0039447731755424065,107.0,100.0,169.0,1.1797452487603458e-05,0.0039447731755424065
pooled,5.0,100,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.01744186046511628,0.056818181818181816,0.011235955056179775,172.0,176.0,178.0,1.1134997743307123e-05,0.011235955056179775
pooled,5.0,100,0.0,gpt-4,timdettmers/guanaco-33b-merged,claude-2,gpt-4 > claude-2,timdettmers/guanaco-33b-merged > gpt-4,claude-2 > timdettmers/guanaco-33b-merged,0.07065217391304347,0.005681818181818182,0.0039447731755424065,184.0,176.0,169.0,1.5835613661700618e-06,0.0039447731755424065
pooled,10.0,10,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,gpt-4,gpt-4-1106-preview > gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,gpt-4 > meta-llama/Llama-2-13b-chat-hf,0.3333333333333333,0.014285714285714285,0.1780821917808219,111.0,70.0,73.0,0.0008480104370515328,0.014285714285714285
pooled,10.0,10,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4-1106-preview > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.07333333333333333,0.014285714285714285,0.23170731707317074,150.0,70.0,82.0,0.00024274099883855985,0.014285714285714285
pooled,10.0,10,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.006711409395973154,0.1752136752136752,0.14285714285714285,149.0,156.0,140.0,0.0001679901008760069,0.006711409395973154
pooled,10.0,10,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.023121387283236993,0.13986013986013987,0.05142857142857143,173.0,143.0,175.0,0.00016630768075854782,0.023121387283236993
pooled,10.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.15053763440860216,0.022222222222222223,0.0447427293064877,93.0,90.0,149.0,0.000149676991706291,0.022222222222222223
pooled,10.0,10,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.006711409395973154,0.08870967741935484,0.18666666666666665,149.0,124.0,125.0,0.00011113516634192104,0.006711409395973154
pooled,10.0,10,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.026262626262626265,0.02976190476190476,0.13986013986013987,165.0,168.0,143.0,0.00010931829113647296,0.026262626262626265
pooled,10.0,10,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.023121387283236993,0.05263157894736842,0.07317073170731707,173.0,76.0,82.0,8.904256976856351e-05,0.023121387283236993
pooled,10.0,10,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.14285714285714285,0.023121387283236993,0.020134228187919462,98.0,173.0,149.0,6.65044696545647e-05,0.020134228187919462
pooled,10.0,10,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.006711409395973154,0.07333333333333333,0.1232876712328767,149.0,150.0,146.0,6.067849590879838e-05,0.006711409395973154
pooled,10.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.014285714285714285,0.022222222222222223,0.13253012048192772,70.0,90.0,166.0,4.2073054121246894e-05,0.014285714285714285
pooled,10.0,10,0.0,claude-instant-1,command-nightly,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,command-nightly > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > command-nightly,0.052980132450331126,0.006711409395973154,0.11724137931034483,151.0,149.0,145.0,4.168767654041329e-05,0.006711409395973154
pooled,10.0,10,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.026262626262626265,0.02631578947368421,0.05263157894736842,165.0,76.0,76.0,3.637482861859593e-05,0.026262626262626265
pooled,10.0,10,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.020134228187919462,0.026262626262626265,0.03184713375796178,149.0,165.0,157.0,1.684005445814534e-05,0.020134228187919462
pooled,10.0,10,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-4-1106-preview > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-light > meta-llama/Llama-2-13b-chat-hf,0.013793103448275862,0.014285714285714285,0.05263157894736842,145.0,70.0,76.0,1.0370754472387866e-05,0.013793103448275862
pooled,10.0,10,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.006711409395973154,0.1095890410958904,0.00684931506849315,149.0,146.0,146.0,5.03765013771676e-06,0.006711409395973154
pooled,10.0,25,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,gpt-4,gpt-4-1106-preview > gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,gpt-4 > meta-llama/Llama-2-13b-chat-hf,0.3333333333333333,0.014285714285714285,0.1780821917808219,111.0,70.0,73.0,0.0008480104370515328,0.014285714285714285
pooled,10.0,25,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4-1106-preview > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.07333333333333333,0.014285714285714285,0.23170731707317074,150.0,70.0,82.0,0.00024274099883855985,0.014285714285714285
pooled,10.0,25,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.006711409395973154,0.1752136752136752,0.14285714285714285,149.0,156.0,140.0,0.0001679901008760069,0.006711409395973154
pooled,10.0,25,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.023121387283236993,0.13986013986013987,0.05142857142857143,173.0,143.0,175.0,0.00016630768075854782,0.023121387283236993
pooled,10.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.15053763440860216,0.022222222222222223,0.0447427293064877,93.0,90.0,149.0,0.000149676991706291,0.022222222222222223
pooled,10.0,25,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.006711409395973154,0.08870967741935484,0.18666666666666665,149.0,124.0,125.0,0.00011113516634192104,0.006711409395973154
pooled,10.0,25,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.026262626262626265,0.02976190476190476,0.13986013986013987,165.0,168.0,143.0,0.00010931829113647296,0.026262626262626265
pooled,10.0,25,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.023121387283236993,0.05263157894736842,0.07317073170731707,173.0,76.0,82.0,8.904256976856351e-05,0.023121387283236993
pooled,10.0,25,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.14285714285714285,0.023121387283236993,0.020134228187919462,98.0,173.0,149.0,6.65044696545647e-05,0.020134228187919462
pooled,10.0,25,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.006711409395973154,0.07333333333333333,0.1232876712328767,149.0,150.0,146.0,6.067849590879838e-05,0.006711409395973154
pooled,10.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.014285714285714285,0.022222222222222223,0.13253012048192772,70.0,90.0,166.0,4.2073054121246894e-05,0.014285714285714285
pooled,10.0,25,0.0,claude-instant-1,command-nightly,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,command-nightly > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > command-nightly,0.052980132450331126,0.006711409395973154,0.11724137931034483,151.0,149.0,145.0,4.168767654041329e-05,0.006711409395973154
pooled,10.0,25,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.026262626262626265,0.02631578947368421,0.05263157894736842,165.0,76.0,76.0,3.637482861859593e-05,0.026262626262626265
pooled,10.0,25,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.020134228187919462,0.026262626262626265,0.03184713375796178,149.0,165.0,157.0,1.684005445814534e-05,0.020134228187919462
pooled,10.0,25,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-4-1106-preview > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-light > meta-llama/Llama-2-13b-chat-hf,0.013793103448275862,0.014285714285714285,0.05263157894736842,145.0,70.0,76.0,1.0370754472387866e-05,0.013793103448275862
pooled,10.0,25,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.006711409395973154,0.1095890410958904,0.00684931506849315,149.0,146.0,146.0,5.03765013771676e-06,0.006711409395973154
pooled,10.0,50,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,gpt-4,gpt-4-1106-preview > gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,gpt-4 > meta-llama/Llama-2-13b-chat-hf,0.3333333333333333,0.014285714285714285,0.1780821917808219,111.0,70.0,73.0,0.0008480104370515328,0.014285714285714285
